molec_id,nu,sw,a,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
22,2253.095961,1.688e-28,8.606e-09,0.0463,0.68,0.046,3,4,4,4,4,797,449,448,448,448
22,2257.524983,4.762e-33,1.97e-08,0.0512,0.75,0.051,3,4,4,4,4,797,449,448,448,448
22,2260.827714,3.575e-38,6.814e-08,0.0588,0.78,0.059,3,4,4,4,4,797,449,448,448,448
22,2261.321091,9.329e-29,8.951e-09,0.0476,0.71,0.048,3,4,4,4,4,797,449,448,448,448
22,2262.065563,1.596e-39,1.739e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2262.905123,1.207e-39,1.742e-08,0.0214,0.2,0.021,3,4,4,4,4,797,449,448,448,448
22,2263.709651,3.576e-39,1.744e-08,0.023,0.2,0.023,3,4,4,4,4,797,449,448,448,448
22,2264.479154,2.594e-39,1.746e-08,0.025,0.2,0.025,3,4,4,4,4,797,449,448,448,448
22,2265.213638,7.372e-39,1.749e-08,0.0273,0.2,0.027,3,4,4,4,4,797,449,448,448,448
22,2265.549769,2.216e-33,2.117e-08,0.0525,0.76,0.052,3,4,4,4,4,797,449,448,448,448
22,2265.913109,5.126e-39,1.751e-08,0.0299,0.2,0.03,3,4,4,4,4,797,449,448,448,448
22,2266.577573,1.396e-38,1.754e-08,0.0327,0.27,0.033,3,4,4,4,4,797,449,448,448,448
22,2267.207035,9.294e-39,1.756e-08,0.0332,0.34,0.033,3,4,4,4,4,797,449,448,448,448
22,2267.801499,2.422e-38,1.759e-08,0.0339,0.41,0.034,3,4,4,4,4,797,449,448,448,448
22,2268.360971,1.542e-38,1.761e-08,0.033,0.47,0.033,3,4,4,4,4,797,449,448,448,448
22,2268.885455,3.839e-38,1.763e-08,0.0357,0.52,0.036,3,4,4,4,4,797,449,448,448,448
22,2269.374956,2.333e-38,1.765e-08,0.0356,0.57,0.036,3,4,4,4,4,797,449,448,448,448
22,2269.513814,1.994e-28,9.342e-09,0.0488,0.73,0.049,3,4,4,4,4,797,449,448,448,448
22,2269.750311,1.322e-39,1.181e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2269.829476,5.536e-38,1.768e-08,0.0374,0.62,0.037,3,4,4,4,4,797,449,448,448,448
22,2270.249019,3.202e-38,1.771e-08,0.0432,0.65,0.043,3,4,4,4,4,797,449,448,448,448
22,2270.633589,7.216e-38,1.774e-08,0.0466,0.68,0.047,3,4,4,4,4,797,449,448,448,448
